sku,national_inv,lead_time,in_transit_qty,forecast_3_month,forecast_6_month,forecast_9_month,sales_1_month,sales_3_month,sales_6_month,sales_9_month,min_bank,pieces_past_due,perf_6_month_avg,perf_12_month_avg,local_bo_qty,went_on_backorder
1043384,2,9,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,No
1043852,7,8,0,0,0,0,0,0,0,0,1,0,0.1,0.13,0,No
1044198,13,8,0,0,0,0,0,0,0,0,0,0,0.82,0.87,0,No
1045098,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1045867,4,8,0,0,0,0,0,0,0,0,0,0,0.82,0.87,0,No
1045918,0,2,0,0,0,0,0,0,0,0,0,0,0.91,0.82,0,No
1049468,11,8,0,0,0,0,0,0,0,0,0,0,0.82,0.78,0,No
1050390,12,2,0,0,0,0,0,0,0,0,0,0,1,0.98,0,No
1050440,169,2,0,0,0,0,0,0,0,0,0,0,1,1,0,No
1050856,147,8,0,0,0,0,0,0,0,0,0,0,-99,1,0,No
1051516,82,8,0,0,0,0,0,0,0,0,0,0,-99,1,0,No
1051715,4,2,0,0,0,0,0,0,1,1,0,0,-99,-99,0,No
1141087,20,8,0,0,0,0,0,0,0,0,0,0,-99,-99,0,No
1157334,0,8,0,174,174,174,0,0,0,0,0,0,-99,-99,0,No
1056218,2,12,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,No
1058368,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1180688,890,8,0,0,0,0,0,0,0,0,0,0,-99,-99,0,No
1060585,6,8,0,0,0,0,0,0,0,0,0,0,-99,-99,0,No
1060788,1,9,0,0,0,0,0,0,0,0,0,0,-99,-99,0,No
1217629,163,8,0,0,0,0,0,0,0,0,0,0,-99,-99,0,No
1218378,0,6,0,0,0,0,0,0,0,0,0,0,0.79,0.66,0,No
1221415,0,2,0,0,0,0,0,0,0,0,0,0,0.77,0.89,0,No
1062797,15,8,0,0,0,0,0,0,0,0,2,0,-99,-99,0,No
1225137,0,8,0,0,0,0,0,0,0,0,0,0,0.87,0.84,0,No
1226726,0,8,0,0,0,0,0,0,0,0,0,0,1,0.98,0,No
1063838,32,2,0,0,0,0,0,0,0,0,0,0,0.66,0.6,0,No
1063988,14,9,0,0,0,0,0,0,0,0,0,0,1,1,0,No
1235137,3,8,0,0,0,0,0,0,0,0,1,0,-99,-99,0,No
1065629,0,12,0,0,0,0,0,0,0,0,0,0,0.82,0.79,0,No
1067203,5,8,0,0,0,0,0,0,0,0,0,0,0,0.09,0,No
1111573,17303,8,0,0,0,0,0,102,177,304,29,0,-99,-99,0,No
1111574,763,8,0,0,0,0,31,133,354,598,58,0,1,1,0,No
1111575,62,8,0,0,0,0,0,2,7,7,0,0,1,1,0,No
1111577,59,12,1,181,304,345,9,75,232,327,149,0,0.98,0.95,0,No
1111579,256,8,0,0,0,0,0,1,1,17,2,0,1,1,0,No
1111580,362,8,0,0,0,0,4,20,40,72,1,0,0.89,0.89,0,No
1111583,4044,12,39,0,0,0,47,141,270,573,110,0,0.93,0.88,0,No
1111584,835,8,0,0,0,0,6,6,6,41,5,0,-99,-99,0,No
1111585,294,8,0,0,0,0,13,33,44,75,3,0,-99,0,0,No
1111586,1911,4,0,0,0,0,1,5,7,17,0,0,0.79,0.66,0,No
1111588,114,8,0,0,0,0,13,17,37,70,0,0,0.79,0.66,0,No
1111589,246,8,0,0,70,132,0,0,0,0,0,0,0.92,0.97,0,No
1111590,6,8,0,0,0,2,0,1,4,9,0,0,0.81,0.8,0,No
1111591,302,8,0,0,0,0,24,70,117,181,32,0,0.78,0.73,0,No
1111592,12,8,0,0,0,0,0,0,0,2,0,0,0.6,0.54,0,No
1111593,28,8,0,0,0,0,0,0,0,0,0,0,0.7,0.64,0,No
1111595,6,8,3,22,47,67,7,22,36,50,0,0,0.6,0.54,0,No
1111596,29,8,0,0,0,0,0,1,2,3,0,0,0.93,0.86,0,No
1111597,353,52,4,0,0,0,11,34,68,102,21,0,0.83,0.89,0,No
1111598,360,8,0,900,1440,1980,251,521,960,1363,159,0,1,1,0,No
1111599,0,15,0,0,0,0,0,0,0,0,0,0,0.84,0.93,0,No
1111601,4900,8,0,0,0,0,40,86,140,205,42,0,0.99,0.99,0,No
1111603,500,8,0,5000,5000,5000,159,740,1279,1998,422,0,0.91,0.8,0,No
1111606,1004,9,0,2520,3150,5040,12,911,1652,2596,28,0,0.7,0.88,0,No
1111609,39,8,0,0,0,0,0,0,0,0,0,0,1,1,0,No
1111610,19,8,0,0,0,0,1,2,6,8,1,0,0.98,0.97,0,No
1111611,278,8,0,0,0,0,7,37,85,129,23,0,0.96,0.83,0,No
1111612,85,12,0,0,0,0,7,15,25,46,8,0,0.93,0.88,0,No
1111613,0,17,2,1,4,7,2,4,8,9,0,0,0.79,0.83,0,No
1111614,15,12,0,2,18,34,1,3,7,12,0,0,0.82,0.79,0,No
1111615,4,8,0,0,0,0,0,0,0,1,0,0,0.48,0.53,0,No
1111616,6,12,0,0,0,0,2,3,11,13,0,0,0.87,0.68,0,No
1111617,945,8,0,0,0,0,0,0,0,0,0,0,0.97,0.96,0,No
1111618,18,12,0,10,20,40,2,9,21,34,1,0,0.47,0.39,0,No
1111620,1,8,1,1,1,1,0,1,1,1,0,0,0.98,0.95,0,No
1111621,139,8,0,0,0,39,10,40,92,169,21,0,0.85,0.87,0,No
1111622,117,8,80,0,150,225,20,49,118,186,36,0,0.83,0.89,0,No
1111623,0,8,0,2,3,5,0,3,3,3,2,0,0.68,0.58,0,Yes
1111624,36,8,3,0,0,0,4,9,22,32,1,0,1,0.99,0,No
1111625,305,8,0,0,0,0,2,6,12,41,2,0,0.85,0.82,0,No
1111627,814,8,0,0,0,0,0,0,0,16,6,0,0.98,0.91,0,No
1111628,8,12,0,0,0,0,0,0,0,0,0,0,0.88,0.81,0,No
1111629,0,8,0,0,0,0,0,0,0,0,0,0,0.99,0.98,0,No
1111630,12776,8,0,15000,30000,40000,4568,12494,24591,42341,3862,0,0.99,0.99,0,No
1111631,115,13,0,175,175,175,0,12,52,109,9,0,1,0.93,0,No
1111632,48,9,0,0,0,0,0,10,11,16,0,0,0.91,0.74,0,No
1111633,16,4,0,0,0,0,0,0,1,3,0,0,0.77,0.8,0,No
1111635,2690,8,0,0,0,0,0,1,1,3,1,0,1,1,0,No
1111637,594,2,0,400,800,1200,139,437,834,11172,200,0,0.62,0.56,0,No
1111638,2403,2,0,0,0,0,2,7,32,39,0,0,1,0.99,0,No
1111639,9,12,0,0,0,0,0,0,0,0,0,0,0.56,0.72,0,No
1111640,1220,8,0,0,0,0,0,0,0,0,0,0,0.99,0.99,0,No
1111788,12,0,0,0,0,0,0,0,0,0,2,0,0,0,0,No
1111641,36,12,0,0,0,0,2,2,2,14,6,0,0.82,0.79,0,No
1111642,289,6,0,0,50,175,47,92,379,459,111,0,0.82,0.79,0,No
1111643,59,8,3,0,0,0,4,10,31,51,8,0,0.88,0.92,0,No
1111646,10,8,0,12,34,78,0,0,0,0,0,0,0.96,0.94,0,No
1111647,0,8,0,0,100,100,0,0,0,0,0,0,0.55,0.66,0,No
1111648,13,8,0,0,0,0,0,0,0,2,1,0,0.81,0.83,0,No
1111649,10,8,0,0,0,0,0,0,0,0,0,0,0.96,0.94,0,No
1111650,110,8,0,0,0,0,2,10,22,29,3,0,1,0.95,0,No
1111651,143,8,1,16,50,118,18,49,106,284,27,0,0.81,0.86,0,No
1111652,24,8,0,3456,3456,3456,10,39,68,93,7,0,1,0.95,1,Yes
1111653,36,8,0,0,0,0,0,3,4,6,2,0,-99,-99,0,No
1111654,163,8,0,129,298,380,56,118,202,310,0,0,0.99,0.98,0,No
